CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
02.041.460/0001-93;31/12/2024;4;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;027022;FRE WEB;144462;29/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144462
02.062.747/0001-08;31/12/2024;1;SUDESTE S.A.;016586;FRE WEB;138023;28/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138023
02.062.747/0001-08;31/12/2024;2;SUDESTE S.A.;016586;FRE WEB;139763;22/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139763
02.149.205/0001-69;31/12/2024;1;PORTO SEGURO S.A.;016659;FRE WEB;138417;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138417
02.149.205/0001-69;31/12/2024;2;PORTO SEGURO S.A.;016659;FRE WEB;142066;04/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142066
02.149.205/0001-69;31/12/2024;3;PORTO SEGURO S.A.;016659;FRE WEB;142159;11/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142159
02.149.205/0001-69;31/12/2024;4;PORTO SEGURO S.A.;016659;FRE WEB;143473;22/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143473
02.162.616/0001-94;31/12/2024;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;016624;FRE WEB;138211;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138211
02.162.616/0001-94;31/12/2024;2;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;016624;FRE WEB;143703;06/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143703
02.193.750/0001-52;31/12/2024;1;DEXXOS PARTICIPAÇÕES S.A.;016632;FRE WEB;138702;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138702
02.193.750/0001-52;31/12/2024;2;DEXXOS PARTICIPAÇÕES S.A.;016632;FRE WEB;139715;18/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139715
02.193.750/0001-52;31/12/2024;3;DEXXOS PARTICIPAÇÕES S.A.;016632;FRE WEB;140684;09/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140684
02.193.750/0001-52;31/12/2024;4;DEXXOS PARTICIPAÇÕES S.A.;016632;FRE WEB;143789;13/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143789
02.193.750/0001-52;31/12/2024;5;DEXXOS PARTICIPAÇÕES S.A.;016632;FRE WEB;143790;13/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143790
02.201.787/0001-85;31/12/2024;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;FRE WEB;137982;28/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137982
02.217.319/0001-07;31/12/2024;1;YBYRÁ CAPITAL S.A.;016705;FRE WEB;138663;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138663
02.217.319/0001-07;31/12/2024;2;YBYRÁ CAPITAL S.A.;016705;FRE WEB;139550;10/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139550
02.217.319/0001-07;31/12/2024;3;YBYRÁ CAPITAL S.A.;016705;FRE WEB;139635;15/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139635
02.217.319/0001-07;31/12/2024;4;YBYRÁ CAPITAL S.A.;016705;FRE WEB;140382;05/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140382
02.217.319/0001-07;31/12/2024;5;YBYRÁ CAPITAL S.A.;016705;FRE WEB;141865;24/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141865
02.217.319/0001-07;31/12/2024;6;YBYRÁ CAPITAL S.A.;016705;FRE WEB;141884;25/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141884
02.217.319/0001-07;31/12/2024;7;YBYRÁ CAPITAL S.A.;016705;FRE WEB;142416;29/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142416
02.217.319/0001-07;31/12/2024;8;YBYRÁ CAPITAL S.A.;016705;FRE WEB;143551;27/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143551
02.217.319/0001-07;31/12/2024;9;YBYRÁ CAPITAL S.A.;016705;FRE WEB;143552;27/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143552
02.217.319/0001-07;31/12/2024;10;YBYRÁ CAPITAL S.A.;016705;FRE WEB;143560;27/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143560
02.255.187/0001-08;31/12/2024;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;138660;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138660
02.255.187/0001-08;31/12/2024;2;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;139130;17/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139130
02.255.187/0001-08;31/12/2024;3;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;140571;08/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140571
02.255.187/0001-08;31/12/2024;4;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;141971;01/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141971
02.255.187/0001-08;31/12/2024;5;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;142256;18/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142256
02.255.187/0001-08;31/12/2024;6;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;143959;23/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143959
02.255.187/0001-08;31/12/2024;7;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;144152;07/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144152
02.255.187/0001-08;31/12/2024;8;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;144195;09/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144195
02.258.422/0001-97;31/12/2024;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;017868;FRE WEB;137781;22/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137781
02.281.836/0001-37;31/12/2024;1;TRANSNORDESTINA LOGISTICA SA;020443;FRE WEB;138599;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138599
02.286.479/0001-08;31/12/2024;1;LOCALIZA FLEET S.A.;024813;FRE WEB;138772;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138772
02.286.479/0001-08;31/12/2024;2;LOCALIZA FLEET S.A.;024813;FRE WEB;144090;03/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144090
02.291.077/0001-93;31/12/2024;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;FRE WEB;138226;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138226
02.291.077/0001-93;31/12/2024;2;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;FRE WEB;143456;22/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143456
02.302.100/0001-06;31/12/2024;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;016985;FRE WEB;138496;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138496
02.302.100/0001-06;31/12/2024;2;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;016985;FRE WEB;140674;09/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140674
02.302.101/0001-42;31/12/2024;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;137938;27/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137938
02.302.101/0001-42;31/12/2024;2;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;139038;11/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139038
02.302.101/0001-42;31/12/2024;3;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;139039;11/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139039
02.302.101/0001-42;31/12/2024;4;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;139216;24/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139216
02.302.101/0001-42;31/12/2024;5;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;139836;24/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139836
02.302.101/0001-42;31/12/2024;6;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;141270;16/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141270
02.302.101/0001-42;31/12/2024;7;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;142148;10/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142148
02.302.101/0001-42;31/12/2024;8;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;143034;13/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143034
02.302.101/0001-42;31/12/2024;9;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;143249;14/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143249
02.302.101/0001-42;31/12/2024;10;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;143565;28/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143565
02.302.101/0001-42;31/12/2024;11;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;143913;20/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143913
02.328.280/0001-97;31/12/2024;1;ELEKTRO REDES S.A.;017485;FRE WEB;137762;21/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137762
02.328.280/0001-97;31/12/2024;2;ELEKTRO REDES S.A.;017485;FRE WEB;140925;13/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140925
02.338.534/0001-58;31/12/2024;1;LONGDIS S.A.;017434;FRE WEB;137777;22/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137777
02.338.534/0001-58;31/12/2024;2;LONGDIS S.A.;017434;FRE WEB;139125;17/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139125
02.338.534/0001-58;31/12/2024;3;LONGDIS S.A.;017434;FRE WEB;143685;05/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143685
02.351.144/0001-18;31/12/2024;1;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;138069;28/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138069
02.351.144/0001-18;31/12/2024;2;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;138951;06/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138951
02.351.144/0001-18;31/12/2024;3;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;140110;31/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140110
02.351.144/0001-18;31/12/2024;4;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;142003;02/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142003
02.351.144/0001-18;31/12/2024;5;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;143773;11/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143773
02.351.144/0001-18;31/12/2024;6;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;143846;17/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143846
02.351.144/0001-18;31/12/2024;7;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;143856;17/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143856
02.351.144/0001-18;31/12/2024;8;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;143893;19/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143893
02.351.144/0001-18;31/12/2024;9;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;144324;17/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144324
02.351.877/0001-52;31/12/2024;1;LWSA S/A;024910;FRE WEB;137843;23/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137843
02.351.877/0001-52;31/12/2024;2;LWSA S/A;024910;FRE WEB;140367;02/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140367
02.351.877/0001-52;31/12/2024;3;LWSA S/A;024910;FRE WEB;141645;09/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141645
02.351.877/0001-52;31/12/2024;4;LWSA S/A;024910;FRE WEB;142201;15/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142201
02.351.877/0001-52;31/12/2024;5;LWSA S/A;024910;FRE WEB;142347;25/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142347
02.351.877/0001-52;31/12/2024;6;LWSA S/A;024910;FRE WEB;142486;01/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142486
02.351.877/0001-52;31/12/2024;7;LWSA S/A;024910;FRE WEB;143555;27/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143555
02.357.251/0001-53;31/12/2024;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;024872;FRE WEB;138502;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138502
02.357.251/0001-53;31/12/2024;2;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;024872;FRE WEB;144295;15/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144295
02.365.069/0001-44;31/12/2024;1;PADTEC HOLDING S.A.;018414;FRE WEB;136607;07/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136607
02.365.069/0001-44;31/12/2024;2;PADTEC HOLDING S.A.;018414;FRE WEB;140760;12/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140760
02.365.069/0001-44;31/12/2024;3;PADTEC HOLDING S.A.;018414;FRE WEB;142203;15/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142203
02.382.073/0001-10;31/12/2024;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;023469;FRE WEB;137964;27/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137964
02.382.073/0001-10;31/12/2024;2;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;023469;FRE WEB;140746;12/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140746
02.382.073/0001-10;31/12/2024;3;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;023469;FRE WEB;144429;27/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144429
02.387.241/0001-60;31/12/2024;1;RUMO S.A.;017450;FRE WEB;138388;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138388
02.387.241/0001-60;31/12/2024;2;RUMO S.A.;017450;FRE WEB;139245;25/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139245
02.387.241/0001-60;31/12/2024;3;RUMO S.A.;017450;FRE WEB;139895;25/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139895
02.387.241/0001-60;31/12/2024;4;RUMO S.A.;017450;FRE WEB;141376;22/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141376
02.387.241/0001-60;31/12/2024;5;RUMO S.A.;017450;FRE WEB;141522;30/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141522
02.387.241/0001-60;31/12/2024;6;RUMO S.A.;017450;FRE WEB;141749;16/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141749
02.387.241/0001-60;31/12/2024;7;RUMO S.A.;017450;FRE WEB;142056;04/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142056
02.387.241/0001-60;31/12/2024;8;RUMO S.A.;017450;FRE WEB;143301;14/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143301
02.387.241/0001-60;31/12/2024;9;RUMO S.A.;017450;FRE WEB;143704;06/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143704
02.387.241/0001-60;31/12/2024;10;RUMO S.A.;017450;FRE WEB;143787;13/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143787
02.387.241/0001-60;31/12/2024;11;RUMO S.A.;017450;FRE WEB;144020;27/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144020
02.387.241/0001-60;31/12/2024;12;RUMO S.A.;017450;FRE WEB;144181;08/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144181
02.397.080/0001-96;31/12/2024;1;ITAPEBI GERACAO DE ENERGIA S.A.;019364;FRE WEB;137759;21/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137759
02.397.080/0001-96;31/12/2024;2;ITAPEBI GERACAO DE ENERGIA S.A.;019364;FRE WEB;141431;26/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141431
02.421.421/0001-11;31/12/2024;1;TIM S.A.;024929;FRE WEB;138418;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138418
02.421.421/0001-11;31/12/2024;2;TIM S.A.;024929;FRE WEB;139671;16/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139671
02.421.421/0001-11;31/12/2024;3;TIM S.A.;024929;FRE WEB;141896;26/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141896
02.421.421/0001-11;31/12/2024;4;TIM S.A.;024929;FRE WEB;143120;13/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143120
02.429.144/0001-93;31/12/2024;1;CPFL ENERGIA S.A.;018660;FRE WEB;138105;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138105
02.429.144/0001-93;31/12/2024;2;CPFL ENERGIA S.A.;018660;FRE WEB;141286;19/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141286
02.429.144/0001-93;31/12/2024;3;CPFL ENERGIA S.A.;018660;FRE WEB;143404;19/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143404
02.451.848/0001-62;31/12/2024;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;020192;FRE WEB;138016;28/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138016
02.451.848/0001-62;31/12/2024;2;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;020192;FRE WEB;139764;22/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139764
02.451.848/0001-62;31/12/2024;3;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;020192;FRE WEB;143840;17/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143840
02.474.103/0001-19;31/12/2024;1;ENGIE BRASIL ENERGIA S.A.;017329;FRE WEB;138087;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138087
02.474.103/0001-19;31/12/2024;2;ENGIE BRASIL ENERGIA S.A.;017329;FRE WEB;139581;12/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139581
